date,revenue,cost,units_sold,marketing_spend,customer_count,website_visitors,employee_count,profit_margin,average_order_value,conversion_rate
2022-11-17,33756.45,5666.74,13,7432.26,82,5534,82,0.83,411.66,0.015
2022-11-18,47909.08,3236.71,18,3161.97,66,2752,202,0.93,725.9,0.024
2022-11-19,44672.7,10851.9,15,4993.94,97,2849,70,0.76,460.54,0.034
2022-11-20,31302.49,4920.08,12,3541.31,47,3642,194,0.84,666.01,0.013
2022-11-21,42520.64,6322.77,15,1728.58,53,2600,72,0.85,802.28,0.02
2022-11-22,33915.99,8621.31,13,8889.52,40,5402,106,0.75,847.9,0.007
2022-11-23,8535.1,7225.32,18,7559.83,14,4799,284,0.15,609.65,0.003
2022-11-24,38325.41,3102.19,15,3713.17,99,1618,258,0.92,387.13,0.061
2022-11-25,9270.88,3157.99,11,6394.36,10,2132,235,0.66,927.09,0.005
2022-11-26,31733.73,5637.99,19,2811.37,61,6491,191,0.82,520.23,0.009
2022-11-27,36618.81,2213.42,3,9012.13,5,6795,142,0.94,7323.76,0.001
2022-11-28,7993.74,16034.97,7,2034.16,75,8633,69,-1.01,106.58,0.009
2022-11-29,15385.76,7895.84,14,1034.53,62,2487,207,0.49,248.16,0.025
2022-11-30,46205.25,7713.9,14,5518.07,95,8848,68,0.83,486.37,0.011
2022-12-01,32734.15,8967.96,13,6248.15,25,6009,230,0.73,1309.37,0.004
2022-12-02,16082.87,16907.11,12,6210.69,96,3113,152,-0.05,167.53,0.031
2022-12-03,36080.59,21895.21,9,1490.61,84,2044,233,0.39,429.53,0.041
2022-12-04,31854.94,19218.09,1,3826.39,60,3431,126,0.4,530.92,0.017
2022-12-05,27570.91,18460.7,19,5492.79,91,8979,259,0.33,302.98,0.01
2022-12-06,48928.41,12625.39,11,2949.21,24,2582,200,0.74,2038.68,0.009
2022-12-07,35755.42,17651.33,19,8853.63,58,2308,239,0.51,616.47,0.025
2022-12-08,21894.85,14266.3,18,1783.98,29,5917,287,0.35,754.99,0.005
2022-12-09,41003.3,6190.01,12,5386.46,32,9793,82,0.85,1281.35,0.003
2022-12-10,44806.25,6006.12,1,7222.74,9,2620,280,0.87,4978.47,0.003
2022-12-11,10634.93,8113.41,19,3355.76,25,8503,281,0.24,425.4,0.003
2022-12-12,14024.88,22859.26,17,6618.17,22,5766,67,-0.63,637.49,0.004
2022-12-13,14730.22,14137.96,5,8464.47,51,6362,122,0.04,288.83,0.008
2022-12-14,36104.53,18613.73,3,2713.03,74,6192,210,0.48,487.9,0.012
2022-12-15,32136.78,9317.41,2,9254.99,61,7622,209,0.71,526.83,0.008
2022-12-16,32854.62,10785.18,3,5982.03,97,7093,238,0.67,338.71,0.014
2022-12-17,47334.8,4013.57,8,3693.09,23,7704,231,0.92,2058.03,0.003
2022-12-18,39916.02,5111.08,16,4877.72,69,1100,66,0.87,578.49,0.063
2022-12-19,10757.16,20856.56,6,3809.73,7,7657,68,-0.94,1536.74,0.001
2022-12-20,20637.82,15036.13,13,7526.0,46,6875,268,0.27,448.65,0.007
2022-12-21,24592.71,9100.78,16,8166.71,25,5271,119,0.63,983.71,0.005
2022-12-22,22818.27,20268.43,16,8496.44,44,1237,276,0.11,518.6,0.036
2022-12-23,35118.89,6916.48,3,9871.91,71,8226,169,0.8,494.63,0.009
2022-12-24,45135.19,24424.78,13,8121.56,29,9032,150,0.46,1556.39,0.003
2022-12-25,18772.32,9275.62,14,6412.46,59,6218,83,0.51,318.17,0.009
2022-12-26,29834.47,9095.46,8,4052.98,88,5025,133,0.7,339.03,0.018
2022-12-27,40523.42,8485.89,12,5901.36,56,7073,202,0.79,723.63,0.008
2022-12-28,23729.81,3930.68,8,1369.61,48,3542,245,0.83,494.37,0.014
2022-12-29,12565.32,3667.29,9,7703.43,89,2537,123,0.71,141.18,0.035
2022-12-30,26372.79,16554.52,1,5013.6,60,1754,251,0.37,439.55,0.034
2022-12-31,7485.01,22002.83,6,1180.21,59,8396,137,-1.94,126.86,0.007
2023-01-01,47407.26,19972.49,19,1562.56,91,8823,134,0.58,520.96,0.01
2023-01-02,8366.95,4386.58,11,4487.2,74,6507,60,0.48,113.07,0.011
2023-01-03,24730.55,14093.97,11,6250.79,81,5235,140,0.43,305.32,0.015
2023-01-04,28844.66,3534.2,13,5177.84,91,1540,193,0.88,316.97,0.059
2023-01-05,49338.67,2087.07,11,6572.84,77,6510,267,0.96,640.76,0.012
2023-01-06,12470.98,16753.26,18,5322.65,85,9461,238,-0.34,146.72,0.009
2023-01-07,10149.42,13843.66,15,6955.33,70,8926,271,-0.36,144.99,0.008
2023-01-08,5391.78,2968.57,1,2972.13,23,6131,176,0.45,234.43,0.004
2023-01-09,12000.71,1838.54,7,2015.59,87,9697,162,0.85,137.94,0.009
2023-01-10,14327.28,24754.15,13,6367.91,11,2129,129,-0.73,1302.48,0.005
2023-01-11,33376.14,1720.51,12,5362.21,67,4145,56,0.95,498.15,0.016
2023-01-12,14886.81,11668.68,18,1241.81,46,9553,65,0.22,323.63,0.005
2023-01-13,5923.44,13110.86,19,4424.34,46,4720,276,-1.21,128.77,0.01
2023-01-14,42197.83,3814.72,15,1955.13,63,5067,299,0.91,669.81,0.012
2023-01-15,21451.81,5057.48,8,5782.21,24,5195,65,0.76,893.83,0.005
2023-01-16,20916.35,9443.32,19,4562.0,77,8281,217,0.55,271.64,0.009
2023-01-17,18611.56,19280.22,10,6518.37,21,3509,61,-0.04,886.26,0.006
2023-01-18,48891.8,13169.98,7,8250.42,31,6016,84,0.73,1577.15,0.005
2023-01-19,12655.19,16309.64,18,3697.02,51,7533,290,-0.29,248.14,0.007
2023-01-20,45420.71,24644.19,16,9658.92,6,5727,70,0.46,7570.12,0.001
2023-01-21,39956.15,19432.13,6,5820.71,67,1681,227,0.51,596.36,0.04
2023-01-22,8441.6,11424.68,9,6564.62,66,4932,220,-0.35,127.9,0.013
2023-01-23,49402.81,11714.61,13,7126.05,23,6560,277,0.76,2147.95,0.004
2023-01-24,17211.47,15850.53,8,7000.58,21,5016,289,0.08,819.59,0.004
2023-01-25,9436.23,16968.77,16,5598.74,73,8339,66,-0.8,129.26,0.009
2023-01-26,42319.14,13017.06,13,4858.88,43,1719,81,0.69,984.17,0.025
2023-01-27,36800.4,16476.67,13,1484.04,86,1074,90,0.55,427.91,0.08
2023-01-28,32774.85,1564.78,17,1198.77,75,5157,183,0.95,437.0,0.015
2023-01-29,12019.14,11310.95,5,4221.65,85,9511,265,0.06,141.4,0.009
2023-01-30,26532.33,7694.51,17,4002.95,43,3149,76,0.71,617.03,0.014
2023-01-31,40125.02,4100.19,9,4489.26,40,7713,197,0.9,1003.13,0.005
2023-02-01,18663.08,3389.12,2,2245.31,44,5207,202,0.82,424.16,0.008
2023-02-02,19026.04,15476.61,18,7643.51,49,8141,115,0.19,388.29,0.006
2023-02-03,5141.34,13566.41,9,8712.68,8,9652,186,-1.64,642.67,0.001
2023-02-04,12840.95,7086.02,6,9448.43,29,4936,141,0.45,442.79,0.006
2023-02-05,44393.25,12302.8,11,5431.26,73,2075,230,0.72,608.13,0.035
2023-02-06,24878.59,12813.58,6,7307.79,34,4876,110,0.48,731.72,0.007
2023-02-07,49290.55,5680.22,6,8699.96,80,5615,215,0.88,616.13,0.014
2023-02-08,22806.86,16650.23,13,4764.62,72,8265,52,0.27,316.76,0.009
2023-02-09,37183.39,19742.06,11,3784.72,92,7379,261,0.47,404.17,0.012
2023-02-10,17686.36,19995.12,14,9430.52,33,5652,247,-0.13,535.95,0.006
2023-02-11,21371.43,15459.28,2,5641.09,77,7792,152,0.28,277.55,0.01
2023-02-12,13582.67,13279.33,8,5475.28,72,8456,274,0.02,188.65,0.009
2023-02-13,20617.81,2464.17,3,2605.74,55,5674,104,0.88,374.87,0.01
2023-02-14,29625.69,7907.95,3,1973.4,28,1541,50,0.73,1058.06,0.018
2023-02-15,49629.78,3238.51,1,8578.96,18,3161,150,0.93,2757.21,0.006
2023-02-16,34889.08,24131.76,19,6527.2,73,3251,247,0.31,477.93,0.022
2023-02-17,13966.07,4241.92,18,3932.42,22,5569,94,0.7,634.82,0.004
2023-02-18,7023.26,4642.61,17,2725.63,46,3744,275,0.34,152.68,0.012
2023-02-19,10686.04,22349.84,13,5999.48,61,7041,224,-1.09,175.18,0.009
2023-02-20,30314.98,23654.28,3,6255.27,87,5675,256,0.22,348.45,0.015
2023-02-21,39432.21,19379.9,1,2862.94,16,2560,286,0.51,2464.51,0.006
2023-02-22,47318.86,1129.72,4,8662.65,86,2164,75,0.98,550.22,0.04
2023-02-23,5712.04,1032.31,13,1758.38,21,6419,170,0.82,272.0,0.003
2023-02-24,28524.21,10074.42,17,4204.84,34,3722,191,0.65,838.95,0.009
2023-02-25,26189.03,4441.49,11,7123.46,92,1470,299,0.83,284.66,0.063
2023-02-26,34522.48,1441.27,2,3467.08,79,2468,231,0.96,436.99,0.032
2023-02-27,30181.05,12137.6,16,8449.08,27,8925,248,0.6,1117.82,0.003
2023-02-28,35916.76,23633.49,2,7658.81,85,1808,95,0.34,422.55,0.047
2023-03-01,34613.72,8771.67,19,8101.21,5,9363,171,0.75,6922.74,0.001
2023-03-02,10265.53,16867.38,19,2071.96,83,7719,80,-0.64,123.68,0.011
2023-03-03,40987.31,16653.65,16,2264.92,36,6073,265,0.59,1138.54,0.006
2023-03-04,10545.47,7025.92,19,3578.26,13,9012,108,0.33,811.19,0.001
2023-03-05,36433.88,16610.21,9,5662.69,19,2645,272,0.54,1917.57,0.007
2023-03-06,23726.54,6096.02,1,7732.14,32,9249,78,0.74,741.45,0.003
2023-03-07,28123.28,3928.18,10,8528.78,28,2129,155,0.86,1004.4,0.013
2023-03-08,45648.41,17833.2,19,7339.02,64,2353,273,0.61,713.26,0.027
2023-03-09,45044.77,3722.58,1,9357.37,39,1767,66,0.92,1154.99,0.022
2023-03-10,41803.53,24925.82,2,7648.69,90,4895,191,0.4,464.48,0.018
2023-03-11,27956.68,5402.86,16,3756.41,31,9874,281,0.81,901.83,0.003
2023-03-12,38130.79,15259.4,12,3385.73,87,4454,213,0.6,438.28,0.02
2023-03-13,28080.37,10872.99,8,7265.73,80,8329,235,0.61,351.0,0.01
2023-03-14,44132.27,4033.27,18,2735.84,24,2790,289,0.91,1838.84,0.009
2023-03-15,23124.91,1668.25,2,1834.43,69,1885,73,0.93,335.14,0.037
2023-03-16,48660.59,15945.57,13,5790.01,89,8734,158,0.67,546.75,0.01
2023-03-17,46954.52,20362.18,6,8394.77,53,4906,240,0.57,885.93,0.011
2023-03-18,38372.12,21208.38,6,1912.42,5,5492,295,0.45,7674.42,0.001
2023-03-19,17573.71,12585.12,9,8127.02,14,3073,140,0.28,1255.26,0.005
2023-03-20,10924.41,19658.93,16,8304.15,51,1312,74,-0.8,214.2,0.039
2023-03-21,43461.66,17148.33,11,5340.47,63,7269,236,0.61,689.87,0.009
2023-03-22,12438.6,18382.11,7,1515.79,66,6317,81,-0.48,188.46,0.01
2023-03-23,43441.74,12822.38,10,2571.31,90,1810,165,0.7,482.69,0.05
2023-03-24,27084.43,16201.88,10,7366.84,22,7841,131,0.4,1231.11,0.003
2023-03-25,23295.06,20332.62,18,7406.0,50,3032,159,0.13,465.9,0.016
2023-03-26,45643.59,10549.22,9,9085.2,36,8129,195,0.77,1267.88,0.004
2023-03-27,32173.29,20343.49,15,6244.18,31,3705,86,0.37,1037.85,0.008
2023-03-28,30947.63,15208.4,4,2116.97,96,9788,75,0.51,322.37,0.01
2023-03-29,30144.47,4981.62,8,2092.73,22,3147,186,0.83,1370.2,0.007
2023-03-30,21702.63,1592.42,9,7490.19,43,1615,276,0.93,504.71,0.027
2023-03-31,40353.94,9706.09,13,2654.06,53,1947,113,0.76,761.4,0.027
2023-04-01,16375.93,14120.71,9,3955.47,97,6677,121,0.14,168.82,0.015
2023-04-02,47250.27,21155.69,4,5384.91,86,5651,197,0.55,549.42,0.015
2023-04-03,45229.33,4059.66,17,1222.88,48,8866,231,0.91,942.28,0.005
2023-04-04,20186.61,20204.95,16,3239.37,76,3013,155,-0.0,265.61,0.025
2023-04-05,37825.87,21712.22,15,4671.01,58,4697,135,0.43,652.17,0.012
2023-04-06,30795.04,4616.5,3,3516.73,99,1490,260,0.85,311.06,0.066
2023-04-07,20194.22,21438.26,5,2227.33,38,5350,207,-0.06,531.43,0.007
2023-04-08,49483.47,24794.89,5,7552.11,75,3428,102,0.5,659.78,0.022
2023-04-09,6135.68,18444.13,15,8318.33,40,5987,141,-2.01,153.39,0.007
2023-04-10,16369.07,19834.47,18,3317.31,22,9733,148,-0.21,744.05,0.002
2023-04-11,28403.33,24865.97,15,7969.78,42,5920,284,0.12,676.27,0.007
2023-04-12,28487.89,15531.55,2,4469.98,63,3926,240,0.45,452.19,0.016
2023-04-13,31501.99,8389.27,13,5560.17,13,8282,60,0.73,2423.23,0.002
2023-04-14,38825.43,21100.74,4,8704.01,77,5376,80,0.46,504.23,0.014
2023-04-15,33056.5,15747.66,10,7749.58,76,5868,226,0.52,434.95,0.013
2023-04-16,32012.67,14948.69,13,8246.05,55,7986,289,0.53,582.05,0.007
2023-04-17,7408.15,7087.25,10,2231.61,39,7862,280,0.04,189.95,0.005
2023-04-18,21943.86,19152.02,9,1627.47,86,5423,149,0.13,255.16,0.016
2023-04-19,15442.51,2960.01,8,9040.64,9,7870,271,0.81,1715.83,0.001
2023-04-20,16941.66,23182.89,3,4490.51,18,9159,136,-0.37,941.2,0.002
2023-04-21,29945.19,8819.76,16,3590.92,96,3073,196,0.71,311.93,0.031
2023-04-22,13977.74,4066.59,14,7522.27,34,7170,189,0.71,411.11,0.005
2023-04-23,18227.71,11616.8,9,8527.74,8,1701,64,0.36,2278.46,0.005
2023-04-24,15668.81,2019.28,11,8762.41,43,9113,208,0.87,364.39,0.005
2023-04-25,47682.63,17431.03,3,3843.97,88,7825,220,0.63,541.85,0.011
2023-04-26,47509.96,22664.93,5,8669.91,68,8867,150,0.52,698.68,0.008
2023-04-27,32447.37,21094.31,10,1368.41,29,5264,214,0.35,1118.87,0.006
2023-04-28,46603.51,4056.87,13,1446.95,32,8968,256,0.91,1456.36,0.004
2023-04-29,40361.57,4030.51,4,6611.67,80,9146,78,0.9,504.52,0.009
2023-04-30,31547.65,20522.43,13,1567.96,70,8776,163,0.35,450.68,0.008
2023-05-01,5289.58,23182.1,12,3921.48,82,9558,156,-3.38,64.51,0.009
2023-05-02,39763.23,12056.08,5,7054.8,26,9719,203,0.7,1529.36,0.003
2023-05-03,36611.98,12975.31,10,4035.4,35,5886,157,0.65,1046.06,0.006
2023-05-04,32686.41,8638.29,9,2616.4,27,4935,179,0.74,1210.61,0.005
2023-05-05,39219.09,22462.36,7,3532.16,52,5619,133,0.43,754.21,0.009
2023-05-06,28081.5,16477.67,2,5118.18,24,6191,64,0.41,1170.06,0.004
2023-05-07,36683.75,7918.04,7,5278.47,42,7875,293,0.78,873.42,0.005
2023-05-08,47082.74,8170.79,8,8047.0,59,8856,181,0.83,798.01,0.007
2023-05-09,21911.23,22388.8,7,7751.38,72,6401,263,-0.02,304.32,0.011
2023-05-10,36865.48,1327.22,14,5111.36,83,4022,99,0.96,444.16,0.021
2023-05-11,26405.95,8745.44,19,8611.01,92,6738,215,0.67,287.02,0.014
2023-05-12,35347.98,14304.56,5,2028.13,93,6984,72,0.6,380.09,0.013
2023-05-13,39330.2,4557.22,18,3298.18,5,2770,108,0.88,7866.04,0.002
2023-05-14,7045.36,3210.37,12,8451.79,11,9989,139,0.54,640.49,0.001
2023-05-15,34097.02,20566.63,17,4401.95,61,4215,164,0.4,558.97,0.014
