date,revenue,cost,units_sold,marketing_spend,customer_count,website_visitors,employee_count,profit_margin,average_order_value,conversion_rate
2022-11-22,1302.72,1273.77,355,2438.84,199,5527,93,0.02,6.55,0.036
2022-11-23,8302.75,6787.67,158,620.97,189,2146,40,0.18,43.93,0.088
2022-11-24,1522.98,3088.8,266,2882.82,95,7519,85,-1.03,16.03,0.013
2022-11-25,14043.48,5385.62,167,1216.97,142,7275,92,0.62,98.9,0.02
2022-11-26,11612.09,3925.29,249,1090.55,196,2915,25,0.66,59.25,0.067
2022-11-27,10040.27,1831.76,299,2636.36,77,974,6,0.82,130.39,0.079
2022-11-28,12446.5,4932.99,144,1735.21,18,3379,35,0.6,691.47,0.005
2022-11-29,9889.04,767.26,211,1597.69,102,3084,34,0.92,96.95,0.033
2022-11-30,14549.69,3482.74,393,2208.24,159,2278,80,0.76,91.51,0.07
2022-12-01,10852.39,4508.94,99,1781.52,164,3907,48,0.58,66.17,0.042
2022-12-02,13907.55,3657.56,113,571.3,147,7976,16,0.74,94.61,0.018
2022-12-03,7998.41,6064.78,245,2055.17,134,6199,55,0.24,59.69,0.022
2022-12-04,2197.43,6675.02,84,487.06,70,5873,53,-2.04,31.39,0.012
2022-12-05,8158.58,6238.57,107,2436.99,60,707,28,0.24,135.98,0.085
2022-12-06,2339.66,598.86,107,2970.24,19,6269,28,0.74,123.14,0.003
2022-12-07,9091.16,1794.79,220,1194.42,143,7890,64,0.8,63.57,0.018
2022-12-08,7496.15,4431.88,233,1389.79,71,5673,15,0.41,105.58,0.013
2022-12-09,9527.34,7498.13,223,234.66,122,734,17,0.21,78.09,0.166
2022-12-10,645.68,6729.17,420,139.83,142,5405,95,-9.42,4.55,0.026
2022-12-11,3325.19,6787.52,401,2772.12,131,4679,76,-1.04,25.38,0.028
2022-12-12,7624.29,2634.7,108,473.01,132,2827,78,0.65,57.76,0.047
2022-12-13,14282.3,3606.75,495,1392.76,193,1174,76,0.75,74.0,0.164
2022-12-14,6062.33,3924.44,80,2464.53,196,2014,68,0.35,30.93,0.097
2022-12-15,6653.39,1511.76,290,2679.02,72,6248,24,0.77,92.41,0.012
2022-12-16,10863.09,539.22,113,1606.25,120,688,76,0.95,90.53,0.174
2022-12-17,9254.99,7591.15,326,1738.59,98,3331,77,0.18,94.44,0.029
2022-12-18,4834.43,2153.49,46,2042.08,196,6451,75,0.55,24.67,0.03
2022-12-19,6456.84,2147.61,233,2888.01,60,2404,82,0.67,107.61,0.025
2022-12-20,3656.65,942.02,93,1847.74,187,5424,32,0.74,19.55,0.034
2022-12-21,14507.31,7449.51,80,1722.48,141,3938,6,0.49,102.89,0.036
2022-12-22,2394.2,4763.98,205,142.15,113,2073,47,-0.99,21.19,0.055
2022-12-23,5891.63,5436.18,50,334.75,132,6254,12,0.08,44.63,0.021
2022-12-24,874.67,7319.14,238,1773.8,57,5144,17,-7.37,15.35,0.011
2022-12-25,3715.8,2961.28,31,2815.1,41,2155,89,0.2,90.63,0.019
2022-12-26,11816.83,5085.61,321,2613.4,129,3580,96,0.57,91.6,0.036
2022-12-27,3417.04,598.76,434,2949.48,188,7179,39,0.82,18.18,0.026
2022-12-28,1660.92,1738.15,51,1630.72,189,2179,27,-0.05,8.79,0.087
2022-12-29,7379.57,6700.59,179,2385.0,108,6203,50,0.09,68.33,0.017
2022-12-30,644.55,6204.12,256,2537.16,83,6783,19,-8.63,7.77,0.012
2022-12-31,1729.11,2999.95,246,1979.29,43,5937,6,-0.73,40.21,0.007
2023-01-01,12210.58,3201.44,200,1082.37,173,3152,65,0.74,70.58,0.055
2023-01-02,11686.36,4408.37,336,1462.94,79,4582,80,0.62,147.93,0.017
2023-01-03,13769.51,301.86,65,2587.96,180,1351,68,0.98,76.5,0.133
2023-01-04,12890.47,2157.58,360,965.79,119,6883,56,0.83,108.32,0.017
2023-01-05,10406.05,1903.38,477,2778.86,25,5986,40,0.82,416.24,0.004
2023-01-06,1258.83,2228.72,99,766.44,68,5694,71,-0.77,18.51,0.012
2023-01-07,11851.3,6505.47,154,2273.6,190,3895,73,0.45,62.38,0.049
2023-01-08,12759.91,2453.49,279,1928.62,28,3922,71,0.81,455.71,0.007
2023-01-09,12086.69,1774.71,494,2273.84,104,4402,51,0.85,116.22,0.024
2023-01-10,7872.95,4182.83,327,1368.31,122,3489,87,0.47,64.53,0.035
2023-01-11,3877.08,6965.47,266,2804.66,50,6014,6,-0.8,77.54,0.008
2023-01-12,12757.28,2158.39,492,1934.17,90,1880,48,0.83,141.75,0.048
2023-01-13,11043.86,904.73,178,936.06,184,2704,68,0.92,60.02,0.068
2023-01-14,14721.04,3044.32,222,1951.52,112,3788,85,0.79,131.44,0.03
2023-01-15,2757.54,6056.92,131,931.77,63,6591,82,-1.2,43.77,0.01
2023-01-16,3772.14,4540.32,487,951.53,192,4988,32,-0.2,19.65,0.038
2023-01-17,3571.07,6589.31,311,1258.84,104,6477,95,-0.85,34.34,0.016
2023-01-18,11991.83,7688.86,457,2572.05,156,1824,58,0.36,76.87,0.086
2023-01-19,3210.16,6403.5,329,1550.86,71,7311,78,-0.99,45.21,0.01
2023-01-20,1466.57,4949.28,138,2068.81,108,5201,71,-2.37,13.58,0.021
2023-01-21,14979.13,4098.73,402,1236.71,102,2884,40,0.73,146.85,0.035
2023-01-22,859.85,608.53,36,864.46,196,5137,67,0.29,4.39,0.038
2023-01-23,12611.04,7879.28,350,2868.46,74,5361,29,0.38,170.42,0.014
2023-01-24,5797.82,3252.8,433,1850.39,77,3819,90,0.44,75.3,0.02
2023-01-25,12703.42,1472.16,246,2808.46,37,6419,52,0.88,343.34,0.006
2023-01-26,8542.0,5433.66,380,689.9,27,1777,43,0.36,316.37,0.015
2023-01-27,13573.65,2489.02,425,525.99,35,548,51,0.82,387.82,0.064
2023-01-28,13929.8,4810.49,136,2581.89,113,4787,98,0.65,123.27,0.024
2023-01-29,631.92,4818.11,62,2074.66,156,181,25,-6.62,4.05,0.862
2023-01-30,1593.48,3732.12,387,641.08,64,6378,34,-1.34,24.9,0.01
2023-01-31,4130.2,6738.11,134,881.14,128,7986,96,-0.63,32.27,0.016
2023-02-01,10205.07,2340.25,302,2421.93,133,7099,35,0.77,76.73,0.019
2023-02-02,13379.95,3754.47,56,1416.22,194,7444,30,0.72,68.97,0.026
2023-02-03,7169.16,4440.23,321,2044.57,143,1506,26,0.38,50.13,0.095
2023-02-04,9301.11,5409.91,132,1023.22,138,7510,25,0.42,67.4,0.018
2023-02-05,3233.25,6336.58,54,1205.57,17,7834,5,-0.96,190.19,0.002
2023-02-06,12172.02,3340.02,151,2973.07,60,7408,41,0.73,202.87,0.008
2023-02-07,14526.26,5274.56,355,818.09,94,1580,81,0.64,154.53,0.059
2023-02-08,4394.68,1459.7,355,1568.72,34,6683,89,0.67,129.26,0.005
2023-02-09,7674.98,7481.39,488,2548.77,184,1179,50,0.03,41.71,0.156
2023-02-10,1748.68,3249.55,429,793.75,192,3698,13,-0.86,9.11,0.052
2023-02-11,8607.48,5917.31,396,1304.12,92,6940,21,0.31,93.56,0.013
2023-02-12,7790.36,456.63,247,1883.76,102,4614,51,0.94,76.38,0.022
2023-02-13,2594.33,1879.94,166,1495.45,126,4283,89,0.28,20.59,0.029
2023-02-14,6909.96,4050.54,141,1432.56,147,3780,99,0.41,47.01,0.039
2023-02-15,5344.52,7062.54,100,1151.28,65,2803,63,-0.32,82.22,0.023
2023-02-16,8066.55,4359.86,192,1801.27,21,7275,58,0.46,384.12,0.003
2023-02-17,8991.99,7460.0,173,1910.68,170,7744,90,0.17,52.89,0.022
2023-02-18,623.19,4025.24,169,1994.54,129,4410,16,-5.46,4.83,0.029
2023-02-19,11534.59,4076.46,394,304.07,80,3856,68,0.65,144.18,0.021
2023-02-20,10838.71,1222.05,77,1930.0,26,1858,10,0.89,416.87,0.014
2023-02-21,5811.15,6480.45,82,2864.39,198,2699,57,-0.12,29.35,0.073
2023-02-22,1267.57,2201.63,175,1668.86,131,5716,20,-0.74,9.68,0.023
2023-02-23,11446.52,7227.02,468,2174.27,133,5913,94,0.37,86.06,0.022
2023-02-24,14350.04,7313.35,447,1714.52,19,2650,9,0.49,755.27,0.007
2023-02-25,3982.2,7563.49,375,2578.75,40,3953,77,-0.9,99.56,0.01
2023-02-26,5191.11,4305.77,446,2795.79,69,2846,50,0.17,75.23,0.024
2023-02-27,3165.29,5513.62,440,634.24,79,2392,18,-0.74,40.07,0.033
2023-02-28,8865.57,6294.57,341,1366.89,26,1601,48,0.29,340.98,0.016
2023-03-01,2745.2,1308.81,420,1237.91,59,4504,67,0.52,46.53,0.013
2023-03-02,5664.81,4927.37,187,1275.12,46,330,98,0.13,123.15,0.139
2023-03-03,10606.69,564.09,185,464.02,199,7650,56,0.95,53.3,0.026
2023-03-04,8621.68,4131.26,104,2459.49,127,4350,30,0.52,67.89,0.029
2023-03-05,6103.71,1492.29,464,203.72,166,1298,57,0.76,36.77,0.128
2023-03-06,6593.62,1708.51,156,1631.86,169,7091,33,0.74,39.02,0.024
2023-03-07,8650.61,3110.87,480,2019.45,89,214,23,0.64,97.2,0.416
2023-03-08,585.04,3629.77,478,701.66,20,1513,51,-5.2,29.25,0.013
2023-03-09,1638.39,5098.43,208,2726.97,143,4506,12,-2.11,11.46,0.032
2023-03-10,13278.24,873.1,483,2531.79,132,1092,27,0.93,100.59,0.121
2023-03-11,1629.25,4178.43,419,1466.14,44,2447,39,-1.56,37.03,0.018
2023-03-12,10748.65,1706.21,398,1292.33,42,1141,99,0.84,255.92,0.037
2023-03-13,13840.55,4719.61,21,786.05,27,7027,57,0.66,512.61,0.004
2023-03-14,4424.91,5208.02,125,2216.98,174,111,62,-0.18,25.43,1.568
2023-03-15,5872.13,4586.66,383,482.06,22,5623,9,0.22,266.92,0.004
2023-03-16,8749.36,5984.88,91,2072.69,99,7971,20,0.32,88.38,0.012
2023-03-17,13284.78,2884.19,446,2543.13,119,6475,21,0.78,111.64,0.018
2023-03-18,14157.63,6191.32,145,762.57,10,7198,36,0.56,1415.76,0.001
2023-03-19,11223.67,3632.31,189,2612.64,72,3776,56,0.68,155.88,0.019
2023-03-20,1755.99,4028.22,224,196.64,43,6209,24,-1.29,40.84,0.007
2023-03-21,10202.74,5290.39,332,2747.08,112,4925,70,0.48,91.1,0.023
2023-03-22,6449.4,441.36,356,443.25,19,5497,88,0.93,339.44,0.003
2023-03-23,7325.16,5335.76,491,1972.7,137,5572,86,0.27,53.47,0.025
2023-03-24,1212.65,5063.11,214,825.24,16,3165,5,-3.18,75.79,0.005
2023-03-25,3270.4,2685.82,177,2526.0,65,2136,62,0.18,50.31,0.03
2023-03-26,11962.45,960.62,160,1585.67,89,3146,97,0.92,134.41,0.028
2023-03-27,7082.4,1000.2,294,492.2,174,2450,97,0.86,40.7,0.071
2023-03-28,4874.1,7408.82,26,1755.88,166,640,87,-0.52,29.36,0.259
2023-03-29,6068.28,5607.45,412,1282.86,21,6713,48,0.08,288.97,0.003
2023-03-30,12888.79,1278.69,486,2018.2,154,2960,10,0.9,83.69,0.052
2023-03-31,11360.49,3046.77,73,2657.52,57,176,54,0.73,199.31,0.324
2023-04-01,4448.57,4862.12,123,1287.23,35,3167,76,-0.09,127.1,0.011
2023-04-02,2203.78,6733.9,361,940.65,121,7788,92,-2.06,18.21,0.016
2023-04-03,4153.97,636.19,357,142.09,131,123,24,0.85,31.71,1.065
2023-04-04,13850.97,2122.08,80,1767.03,21,5234,18,0.85,659.57,0.004
2023-04-05,8933.04,7151.07,106,1266.6,158,775,9,0.2,56.54,0.204
2023-04-06,8235.46,370.57,277,1186.48,51,6768,45,0.96,161.48,0.008
2023-04-07,9147.71,1850.77,197,630.51,70,2494,44,0.8,130.68,0.028
2023-04-08,5807.41,7684.49,261,1347.16,67,4367,38,-0.32,86.68,0.015
2023-04-09,12203.05,5023.19,222,2954.88,191,6088,84,0.59,63.89,0.031
2023-04-10,8087.65,2314.87,50,963.49,43,3498,49,0.71,188.08,0.012
2023-04-11,2192.84,815.83,308,1839.14,16,2859,75,0.63,137.05,0.006
2023-04-12,2371.44,517.07,481,2351.81,118,7752,84,0.78,20.1,0.015
2023-04-13,8284.46,2184.54,99,2272.56,44,588,75,0.74,188.28,0.075
2023-04-14,14080.27,7087.44,30,1053.45,24,1585,31,0.5,586.68,0.015
2023-04-15,4971.11,3502.54,436,1871.49,34,6621,82,0.3,146.21,0.005
2023-04-16,13108.35,5846.57,273,2626.67,68,3759,82,0.55,192.77,0.018
2023-04-17,11579.39,7370.79,403,144.8,88,3335,48,0.36,131.58,0.026
2023-04-18,4093.28,3441.91,410,1363.63,95,2519,37,0.16,43.09,0.038
2023-04-19,1026.94,1772.84,403,750.39,143,7840,37,-0.73,7.18,0.018
2023-04-20,1976.79,4281.81,306,1227.03,189,7243,48,-1.17,10.46,0.026
2023-04-21,11063.16,7292.24,195,1306.37,97,7220,24,0.34,114.05,0.013
2023-04-22,3395.21,6493.68,145,2265.35,158,3595,40,-0.91,21.49,0.044
2023-04-23,5883.43,806.89,66,372.08,80,856,11,0.86,73.54,0.093
2023-04-24,7774.64,5632.81,225,1586.49,130,2624,36,0.28,59.8,0.05
2023-04-25,11019.29,4703.61,495,1736.16,102,6625,71,0.57,108.03,0.015
2023-04-26,2141.85,7287.47,456,1533.06,105,4350,43,-2.4,20.4,0.024
2023-04-27,6392.31,1243.11,126,2222.43,41,356,97,0.81,155.91,0.115
2023-04-28,7533.56,4412.08,483,1212.99,62,1879,28,0.41,121.51,0.033
2023-04-29,8341.99,7071.86,294,2840.4,68,4869,90,0.15,122.68,0.014
2023-04-30,12366.23,3457.18,356,1497.23,78,2215,74,0.72,158.54,0.035
2023-05-01,2989.33,4011.36,142,1756.52,199,6587,92,-0.34,15.02,0.03
2023-05-02,12213.56,842.55,493,2494.04,141,3448,91,0.93,86.62,0.041
2023-05-03,10546.74,2441.71,153,898.18,95,4868,58,0.77,111.02,0.02
2023-05-04,8560.13,2798.7,126,318.09,27,6634,42,0.67,317.04,0.004
2023-05-05,10643.15,7577.44,324,2152.57,90,1572,78,0.29,118.26,0.057
2023-05-06,6474.26,2476.54,348,1500.73,123,358,84,0.62,52.64,0.344
2023-05-07,2506.76,3848.69,69,2699.86,193,4175,79,-0.54,12.99,0.046
2023-05-08,10153.6,5469.04,356,2949.77,33,406,36,0.46,307.68,0.081
2023-05-09,8107.75,1548.81,114,1257.42,75,1218,49,0.81,108.1,0.062
2023-05-10,9770.93,4045.61,287,1304.77,150,7193,65,0.59,65.14,0.021
2023-05-11,5400.98,5986.75,42,1283.09,71,7731,74,-0.11,76.07,0.009
2023-05-12,13649.57,6974.79,73,1041.21,63,3117,92,0.49,216.66,0.02
2023-05-13,9016.86,5122.2,393,2366.89,152,4441,57,0.43,59.32,0.034
2023-05-14,1738.34,5451.71,273,2301.09,140,2880,55,-2.14,12.42,0.049
2023-05-15,7022.16,1272.38,472,1488.07,46,1758,80,0.82,152.66,0.026
